movieCd	prdtYear	showTm	prdtStatNm	typeNm	nations	genres	directors	actors	showTypes	companys	audits
19800019	1979	95	개봉	장편	['한국']	['드라마', '멜로/로맨스']	['정소영&JUNG So-young']	['원미경&Won Mi-kyung&&', '이영하&LEE Young-ha&&', '한미영&HAN Mi-young&&', '이종만&Lee Jong-man &&', '윤일봉&YOON Il-bong&&']	['필름&필름', '2D&디지털']	['20101787&한림영화&&제작사']	['&연소자관람불가']
20100359	1943	130	개봉	장편	['미국']	['드라마', '멜로/로맨스', '전쟁']	['샘 우드&Sam Wood']	['잉그리드 버그만&Ingrid Bergman&&', '게리 쿠퍼&Gary Cooper&&']	['필름&필름', '2D&디지털']	['20104469&파라마운트 픽쳐스&Paramount Pictures&제작사', '20100611&합동영화사&&수입사']	['&미정']
20125268	2009	104	개봉	장편	['프랑스']	['코미디', '범죄']	['장 피에르 주네&Jean-Pierre Jeunet']	['대니 분&Dany Boon&바질&', '오마 사이&Omar Sy&타자기&', '장 피에르 마리엘&Jean-Pierre Marielle&감빵맨&', '욜랭드 모로&Yolande Moreau&빅마마&', '줄리 페리어&Julie Ferrier&고무여인&', '마리-줄리 보프&Marie-Julie Baup&계산기&', '도미니크 피뇽&Dominique Pinon&인간탄환&', '미셸 크레매데스&Michel Cremades&발명가&', '앙드레 뒤솔리에&Andre Dussollier&드피누이예&']	['필름&필름', '2D&디지털']	['20100892&프리비젼엔터테인먼트&Prevision Entertainment&배급사', '20111501&(주)인영트레이딩&&수입사']	['2012-F242&15세이상관람가']
20124336	1961	120	기타	장편	['프랑스', '미국']	['멜로/로맨스', '드라마']	['아나톨레 리바크&Anatole Litvak']	['잉그리드 버그만&Ingrid Bergman&폴라&', '이브 몽땅&Yves Montand&로제 &', '안소니 퍼킨스&Anthony Perkins&필립&']	['필름&필름']	[]	['&15세이상관람가']
20125208	2012	103	개봉	장편	['한국']	['가족', '드라마']	['진광교&JIN Kwang-Gyo']	['김진구&KIM Jin-koo&범골댁&', '신채연&SHIN Chae-yeon&&', '임태순&&마을 사람들&', '장계용&&마을 사람들&', '장계호&&마을 사람들&', '장병표&&박기자&', '정해연&&마을 사람들&', '조호천&&선생님&', '이상률&&마을 사람들&', '김일구&&어른 재우&', '권소현&&&']	['필름&필름', '2D&디지털']	['20062660&(주)아피아스튜디오 &APPIA STUDIO&제작사', '20101104&(주)나이너스엔터테인먼트&9ers Entertainment&배급사', '20101104&(주)나이너스엔터테인먼트&9ers Entertainment&해외세일즈사']	['2012-F277&전체관람가']
20125427	2011	107	개봉	장편	['일본']	['애니메이션']	['마스이 소이치&Masui Soichi']	['야지마 아키코&Akiko Yajima&노하라 신노스케(짱구)&', '나라하시 미키&Narahashi Miki &노하라 미사에(짱구 엄마)&', '후지와라 케이지&Keiji Fujiwara&노하라 히로시(짱구 아빠)&']	['필름&필름', '2D&디지털', '2D&디지털더빙']	['20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20100065&대원미디어(주)&Daewon media Co., Ltd.&수입사']	['2012-F257&전체관람가']
20081510	2008	84	개봉	장편	['한국']	['드라마']	['이상우&LEE Sang-woo']	['드 베라 제랄드&DE VERA Jerald &&', '김수남&KIM Su-nam &&', "이상우&LEE Sang-woo&YoungHee's Father&"]	['필름&필름', '2D&디지털']	['20110901&이상우 필름&&제작사', '20110901&이상우 필름&&배급사']	['2011-F654&청소년관람불가']
20119433	2010	94	개봉	장편	['한국']	['드라마']	['이상우&LEE Sang-woo']	['권범택&KWAN Bum-tack&&', '이태림&LEE Tae-lim&&', '이시호&Lee Si-ho&&', '유애경&YOU Ae-kyung &&', '한성원&&정육점주인&', '김헌&&셋째아들&']	['필름&필름', '2D&디지털']	['20110901&이상우 필름&&제작사', '20110901&이상우 필름&&배급사']	['2012-F206&청소년관람불가']
20126027	2011	114	개봉	장편	['일본']	['드라마', '코미디']	['사부&SABU']	['마츠야마 켄이치&Kenichi Matsuyama&&', '아시다 마나&Mana Ashida&&', '카리나&Karina&&']	['필름&필름', '2D&디지털']	['20122837&(주)팝엔터테인먼트&&배급사', '20061189&㈜크래커픽쳐스&Craker Pictures&수입사']	['2012-F197&전체관람가']
20113889	2011	86	개봉	장편	['미국']	['애니메이션']	['크리스 리노드&Chris Renaud', '카일 발다&Kyle Balda']	['대니 드비토&Danny DeVito&로렉스 목소리 &', '잭 에프런&Zac Efron&테드 목소리 &', '에드 헬름스&Ed Helms&윈슬러 목소리&', '베티 화이트&Betty White& 그래미 노마 목소리&', '롭 리글&Rob Riggle&Mr. 오헤어 목소리 &']	['필름&필름', '필름&더빙', '2D&디지털', '2D&디지털더빙', '3D&3D 디지털', '3D&3D 더빙', '4D&4D더빙']	['20100603&유니버설픽쳐스인터내셔널 코리아(유)&Universal Pictures International Korea&배급사', '20100603&유니버설픽쳐스인터내셔널 코리아(유)&Universal Pictures International Korea&수입사']	['2012-F200&전체관람가']
20124867	2011	110	개봉	장편	['미국', '독일', '캐나다']	['공포(호러)', '스릴러', 'SF']	['자비에 장&Xavier Gens']	['로렌 저먼&Lauren German&에바 &', '마이클 빈&Michael Biehn&미키&', '로잔나 아퀘트&Rosanna Arquette&마릴린&', '마일로 벤티밀리아&Milo Ventimiglia&조쉬&']	['필름&필름', '2D&디지털']	['20123295&잉스팅크티브 필름&Instinctive Film&제작사', '20100829&예지림엔터테인먼트&&배급사', '20100355&주식회사 루믹스미디어&Lumixmedia Inc.&수입사']	['2012-F150&청소년관람불가']
19548009	1954	103	개봉	장편	['미국']	['뮤지컬', '코미디']	['스탠리 도넌&Stanley Donen']	['제인 포웰&Jane Powell&&', '제프 리차드스&&&', '하워드 킬&Howard Keel&&']	['필름&필름']	['20104352&메트로-골드윈-마이어&Metro-Goldwyn-Mayer (MGM)&제작사', '20103093&(주)동아수출공사&Dong-a Export Co., LTD&수입사']	['&']
20125267	2009	100	개봉	장편	['미국']	['드라마', '가족']	['존 건&Jon Gunn']	['미라 소르비노&Mira Sorvino&&', '배리 페퍼&Barry Pepper&&', '콜 하우저&Cole Hauser &&', '케이트 리버링&Kate Levering&&', '맥스웰 페리 코튼&Maxwell Perry Cotton&&']	['필름&필름', '2D&디지털']	['20101135&(주)씨타마운틴픽쳐스&Mountain Pictures Co.,Ltd&배급사', '20061936&가나미디어&&수입사']	['2012-F284&12세이상관람가']
20125766	2009	74	개봉	장편	['핀란드']	['드라마']	['클라우스 해로&Klaus Haro']	['카리나 하자드&Kaarina Hazard&레이라&', '헤이키 노우시아이넨&Heikki Nousiainen&파더 자콥&', '카이자 파카리넨&Kaija Pakarinen&레이라&']	['필름&필름', '2D&디지털']	['20123775&뉴원시네마&Newone Cinema&배급사', '20123775&뉴원시네마&Newone Cinema&수입사']	['2011-F752&12세이상관람가']
20126528	2011	53	개봉	장편	['한국']	['다큐멘터리']	['김지곤&KIM Ji-gon']	[]	['필름&필름', '2D&디지털']	["20138339&'탁주'조합&Tackju Corp.&제작사", "20138339&'탁주'조합&Tackju Corp.&배급사"]	['2013-MF00495 &15세이상관람가']
20126143	2012	62	개봉	장편	['한국']	['성인물(에로)', '드라마']	['이숭환&LEE Soong-hwan']	['고나혜&GO Na-hye&승미&', '김정호&&이찬&']	['필름&필름']	['20063099&(주)케이알씨지&KRCG&제작사', '20063099&(주)케이알씨지&KRCG&배급사']	['2012-F230 &청소년관람불가']
20124064	2012	115	개봉	장편	['한국', '필리핀']	['드라마']	['임상수&IM Sang-soo']	['김강우&KIM Gang-woo&주영작&JU Young-jak', '백윤식&BAEK Yoon-sik&윤회장&Mr.YOON', '윤여정&YOUN Yuh-jung&백금옥&BAEK Keum-ok', '김효진&KIM Hyo-jin&윤나미&YOON Na-mi', '온주완&ON Ju-wan&윤철&YOON Cheol', '권병길&KWON Byung-gil&노 회장&', '황정민&HWANG Jung-min&노 비서&', '양재준&&공항 보안요원1&', '김응수&KIM Eung-soo&사장 1&', '정원중&CHUNG Won-joong&중년 남자&']	['필름&필름', '2D&디지털']	['20111485&휠므빠말주식회사&&제작사', '20100844&(주)시너지하우스 (시너지)&Cinergy&배급사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&제공', '20100844&(주)시너지하우스 (시너지)&Cinergy&제공', '20061365&이수창업투자(주)&&공동제공', '20111211&케이티하이텔(주)&kth&공동제공', '20100419&데이지엔터테인먼트&Daisy Entertainment &해외세일즈사']	['2012-F297&청소년관람불가']
20101381	1956	201	개봉	장편	['미국']	['드라마']	['조지 스티븐스&George Stevens']	['록 허드슨&Rock Hudson&&', '제임스 딘&James Dean&&', '엘리자베스 테일러&Elizabeth Taylor&&']	['필름&필름', '2D&디지털']	['20103668&워너 브러더스 픽쳐스&Warner Bros. Pictures&제작사', '20101021&한진흥업주식회사&&수입사']	['&12세이상관람가']
20126166	2011	25	기타	단편	['한국']	[]	[]	[]	['필름&필름']	[]	[]
20126132	2010	13	기타	단편	['한국']	['애니메이션']	['이기영&LEE Ki-Young']	[]	['필름&필름', '2D&디지털']	[]	['&']
20125467	2012	101	개봉	장편	['인도네시아']	['액션', '범죄', '스릴러']	['가렛 에반스&Gareth Evans']	['이코 우웨이스&Iko Uwais&라마&', '도니 알람시아&Doni Alamsyah&앤디&', '야얀 루히안&Yayan Luhian&매드 독&']	['필름&필름', '2D&디지털']	['20110854&씨제이이앤엠(주)&CJ E&M Corp.&배급사', '20100084&㈜코리아스크린&Korea Screen Inc.&수입사']	['2012-F295&청소년관람불가']
20081612	2008	35	기타	단편	['한국']	['드라마', '멜로/로맨스']	['김조광수&KIMJHO Gwang-soo']	['예지원&YEA Ji-won&&', '김혜성&KIM Hye-seong&&']	['필름&필름', '2D&디지털']	['20100187&청년필름(주)&Generation Blue Films&제작사', '20100036&㈜인디스토리&INDIESTORY Inc. &해외세일즈사']	['2008-F438&15세이상관람가']
20113554	2012	121	개봉	장편	['한국']	['코미디', '멜로/로맨스']	['민규동&MIN Kyu-dong']	['임수정&LIM Soo-jung&정인&', '이선균&LEE Sun-kyun&두현&', '류승룡&RYU Seung-ryong&성기&', '이달형&&파출소장&', '이진희&LEE Jin-hee&가든파티 부인&', '김도균&KIM Do-gyun&서울방송국 기술자&', '김선일&KIM Seon-il&재즈까페 밴드&', '최차원&&우에노기리 사진&', '신경철&&일본식당 주방장&', '옥광희&&우에노기리사진&', '박희본&PARK Hee-bon&파출소 여경&', '김지영&KIM Ji-young&송 작가&', '정대용&JEONG Dae-yong&택시기사&']	['필름&필름', '2D&디지털']	['20100340&(주)수필름&SOO FILM&제작사', '20100450&영화사 집&ZIP CINEMA&제작사', '20100932&(주)넥스트엔터테인먼트월드(NEW)&Next Entertainment World&배급사', '20100906&유나이티드픽처스(주)&United Pictures&제공', '20061361&소빅창업투자(주)&&제공', '20100932&(주)넥스트엔터테인먼트월드(NEW)&Next Entertainment World&제공', '20061365&이수창업투자(주)&&공동제공', '20122482&캐피탈원(주)&&공동제공', '20114894&(주)대명문화공장&Daemyung Culture Factory Co., Ltd.&공동제공', '20061362&CJ창업투자(주)&CJ Venture Investment&공동제공', '20123779&에스크베리타스자산운용(주)&&공동제공', '20123780&(주)신라저축은행&&공동제공', '20100904&(주)엠라인디스트리뷰션&M-Line Distribution&해외세일즈사']	['2012-F282&15세이상관람가']
20125915	2009	82	개봉	장편	['프랑스']	['애니메이션', '코미디']	['제롬 데스챔프&Jerome Deschamps', '파스칼 헤롤드&Pascal Herold', '마차 마케이에프&Macha Makeieff']	['제롬 데스챔프&Jerome Deschamps&&', '욜랭드 모로&Yolande Moreau&&']	['필름&필름', '필름&더빙', '2D&디지털', '2D&디지털더빙']	['20101087&에이원엔터테인먼트&&배급사', '20101087&에이원엔터테인먼트&&수입사']	['2012-F274&전체관람가']
20125912	2012	129	개봉	장편	['일본']	['드라마', '코미디']	['오키타 슈이치&Shuichi Okita']	['야쿠쇼 코지&Koji Yakusho&&', '오구리 슌&Shun Oguri&&', '코라 켄고&Kengo Koura&&']	['필름&필름', '2D&디지털']	['20114813&(주)영화사 조제&Film JoseE &배급사', '20114813&(주)영화사 조제&Film JoseE &수입사']	['2012-F294&전체관람가']
20125866	2012	112	개봉	장편	['미국']	['드라마', '공포(호러)', '스릴러', '미스터리']	['팀 버튼&Tim Burton']	['조니 뎁&Johnny Depp&&', '미쉘 파이퍼&Michelle Pfeiffer&&', '에바 그린&Eva Green &&']	['필름&필름', '2D&디지털', 'IMAX&IMAX']	['20100043&워너브러더스 코리아(주)&Warner Bros. Korea&배급사', '20100043&워너브러더스 코리아(주)&Warner Bros. Korea&수입사']	['2012-F296&15세이상관람가']
20126146	2008	86	개봉	장편	['미국']	['액션', '공포(호러)', '스릴러']	['에릭 이스튼버그&Erik Estenberg']	['사라 리빙&Sarah Lieving&사라 린치&', '에린 에반스&Erin Evans&에린 린치&']	['필름&필름']	['20122497&(유)조이앤컨텐츠그룹&JOY N CONTENTS GROUP&배급사', '20122497&(유)조이앤컨텐츠그룹&JOY N CONTENTS GROUP&수입사']	['2012-F271&12세이상관람가']
20126329	2008	108	기타	장편	['홍콩']	['드라마']	['맥희인&Heiward Mak']	['양효풍&Anjo Leung&&', '임요성&Lam Yiu-Sing&&']	['필름&필름']	[]	[]
20110439	2010	14	기타	단편	['한국']	['애니메이션']	['박생기&PARK Seang-gi']	[]	['필름&필름', '2D&디지털']	[]	[]
20126140	2011	5	기타	단편	['한국']	['애니메이션']	['강민지&KANG Min-ji']	[]	['필름&필름']	[]	[]
20126141	2010	7	기타	단편	['한국']	['애니메이션']	['김도연&KIM Do-Yeon']	[]	['필름&필름', '2D&디지털']	[]	[]
20126130	2011	2	기타	단편	['한국']	['애니메이션']	['백미영&BAEK Mi-young']	[]	['필름&필름']	[]	[]
20124719	2011	103	개봉	장편	['영국', '미국', '케냐']	['드라마']	['저스틴 채드윅&Justin Chadwick']	['나오미 해리스&Naomie Harris&&', '올리버 리톤도&Oliver Litondo&&', '샘 푸어&Sam Feuer&&']	['필름&필름', '2D&디지털']	['20123221&골든타이드픽처스(주)&Golden Tide Pictures&배급사', '20100355&주식회사 루믹스미디어&Lumixmedia Inc.&수입사']	['2012-F1&12세이상관람가']
20125649	2011	99	개봉	장편	['영국', '독일', '캐나다', '스위스']	['멜로/로맨스', '드라마']	['데이빗 크로넨버그&David Cronenberg']	['키이라 나이틀리&Keira Knightley&사비나 슈필라인&', '비고 모텐슨&Viggo Mortensen&지그문트 프로이트&', '마이클 패스벤더&Michael Fassbender&칼 융&', '뱅상 카셀&Vincent Cassel&오 토 그로스&']	['필름&필름', '2D&디지털']	['20100929&KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)&KT&G SangsangMadang&배급사', '20123675&(주)영화사폴&&수입사']	['2012-F241&청소년관람불가']
20126331	2010	9	기타	단편	['한국']	['애니메이션']	[]	[]	['필름&필름', '2D&디지털']	[]	[]
20111869	2010	9	기타	단편	['한국']	['애니메이션']	[]	[]	['필름&필름', '2D&디지털']	[]	[]
20126128	2010	8	기타	단편	['한국']	['애니메이션']	['이근하&LEE Geun-ha', '허정임&HEO Jeong-im']	[]	['필름&필름']	[]	[]
20111331	2010	4	기타	단편	['한국']	['애니메이션']	['이현진&LEE Hyeon-jin']	[]	['필름&필름', '2D&디지털']	[]	['&전체관람가']
20111330	2010	4	기타	단편	['한국']	['애니메이션']	['정운설&JEONG Un-seol']	[]	['필름&필름', '2D&디지털']	[]	['&15세이상관람가']
20113885	2012	106	개봉	장편	['미국']	['액션', '코미디', 'SF']	['배리 소넨필드&Barry Sonnenfeld']	['윌 스미스&Will Smith&제이&', '토미 리 존스&Tommy Lee Jones&케이&', '조슈 브롤린&Josh Brolin&젊은 케이&', '제메인 클레멘트&Jemaine Clement&악당 보리스 &', '빌 헤이더&Bill Hader&앤디 워홀 &', '알렉 볼드윈&Alec Baldwin&&']	['필름&필름', '2D&디지털', '3D&3D 디지털', 'IMAX&IMAX 3D']	['20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &배급사', '20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &수입사']	['2012-F306&12세이상관람가', '2012-F305&12세이상관람가']
20125486	2011	123	개봉	장편	['미국']	['액션', '드라마', '범죄']	['마크 포스터&Marc Forster']	['제라드 버틀러&Gerard Butler&&', '미셸 모나한&Michelle Monaghan&&', '마이클 섀넌&Michael Shannon&&', '매들린 캐롤&Madeline Carroll&&']	['필름&필름', '2D&디지털']	['20122895&(주)팝파트너스&POP PARTNERS&배급사', '20122497&(유)조이앤컨텐츠그룹&JOY N CONTENTS GROUP&수입사']	['2012-F267&15세이상관람가']
20110312	2012	93	개봉	장편	['한국']	['공포(호러)']	['김태경&Kim Tae-kyoung']	['박보영&PARK Bo-young&세희&Se-hi', '주원&JOO Won&준혁&Joon-hyuk', '강별&KANG Byul&정미&Jung-mi', '최대호&&사이버 수사대 범죄자&', '전희수&&희수&', '박민영&PARK Min-Young&정미 담임&', '이맑음&&소녀&', '이인&&남고생&', '박지연&&구급대원&', '양정원&&여대생&']	['필름&필름', '2D&디지털']	['20062097&(주)에이디사공육&AD406&제작사', '20100385&(주)다세포클럽&Dasepo Club co. Ltd.&제작사', '20100103&(주)쇼박스&Showbox Corp&배급사', '20100103&(주)쇼박스&Showbox Corp&제공', '20114832&미시간벤처캐피탈(주)&Michigan Venture Capital Co., Ltd.&공동제공', '20111171&(주)아시아인베스트먼트&&공동제공', '20061362&CJ창업투자(주)&CJ Venture Investment&공동제공', '20100103&(주)쇼박스&Showbox Corp&해외세일즈사']	['2011-F414&15세이상관람가']
20111350	2011	10	기타	단편	['한국']	['애니메이션']	['홍은지&HONG Eun-ji', '수경&Soo-Kyoung']	[]	['필름&필름', '2D&디지털']	[]	['2014-VK02058 &전체관람가']
20110879	2011	11	기타	단편	['한국']	['애니메이션']	['박지연&PARK Ji-yeon']	[]	['필름&필름', '2D&디지털']	[]	[]
20125907	2011	93	개봉	장편	['미국']	['액션', '스릴러']	['마브룩 엘 메크리&Mabrouk El Mechri']	['헨리 카빌&Henry Cavill&&', '브루스 윌리스&Bruce Willis&&', '시고니 위버&Sigourney Weaver&&']	['필름&필름', '2D&디지털', '4D&4D']	['20114672&씨너스엔터테인먼트(주)&CINUS ENTERTAINMENT&배급사', '20114672&씨너스엔터테인먼트(주)&CINUS ENTERTAINMENT&수입사']	['2012-F244&15세이상관람가']
20108944	1936	115	기타	장편	['미국']	['코미디']	['프랭크 카프라&Frank Capra']	['게리 쿠퍼&Gary Cooper&&', '진 아서&Jean Arthur&&']	['필름&필름', '2D&디지털']	['20061391&콜롬비아&&제작사']	[]
19838214	1983	85	기타	장편	['프랑스', '스위스']	['드라마', '범죄']	['로베르 브레송&Robert Bresson']	['크리스티안 파테&Christian Patey&&', '뱅상 레스트루치&Vincent Risterucci&&']	['필름&필름']	[]	[]
20125967	2011	136	개봉	장편	['덴마크', '스웨덴', '이탈리아', '독일', '프랑스']	['드라마', 'SF', '스릴러']	['라스 폰 트리에&Lars Von Trier']	['커스틴 던스트&Kirsten Dunst&&', '샤를로뜨 갱스부르&Charlotte Gainsbourg&&', '키퍼 서덜랜드&Kiefer Sutherland&&', '샬롯 램플링&Charlotte Rampling&&']	['필름&필름', '2D&디지털']	['20122837&(주)팝엔터테인먼트&&배급사', '20040151&익스트림 필름 &Extreme Film &수입사']	['2012-F304&15세이상관람가']
20126212	2011	131	기타	장편	['일본']	['다큐멘터리']	['이와이 슌지&Shunji Iwai']	[]	['필름&필름', '2D&디지털']	[]	[]
20126244	2011	46	기타	장편	['한국']	['다큐멘터리']	['이현정&LEE Hyun-jung']	[]	['필름&필름', '2D&디지털']	[]	['2012-KMV1581 &15세이상관람가']
20100157	2010	22	기타	단편	['한국', '']	['드라마']	['이제희&']	['정재인&JEONG Jae-in&&']	['필름&필름']	['20101157&셀라비필름&Cellavi Films&제작사', '20101157&셀라비필름&Cellavi Films&해외세일즈사']	['&']
20126243	2011	11	기타	단편	['한국']	['다큐멘터리']	['문정현&MUN Jeong-hyun', '최진성&CHOI Jin-sung']	[]	['필름&필름', '2D&디지털']	[]	[]
20110374			기타	기타	['한국']	['기타']	[]	[]	['필름&필름']	[]	['&']
20113553	2012	116	개봉	장편	['한국']	['다큐멘터리']	['최진성&CHOI Jin-sung']	['정윤호&JUNG Yoon-ho&&', '심창민&SIM Chang-min&본인&']	['필름&필름', '2D&디지털', '2D&디지털 영문자막', '2D&디지털 일어자막']	['20110854&씨제이이앤엠(주)&CJ E&M Corp.&제작사', '20114613&(주)에스엠엔터테인먼트&SM Entertainment&제작사', '20110854&씨제이이앤엠(주)&CJ E&M Corp.&배급사', '20110854&씨제이이앤엠(주)&CJ E&M Corp.&제공', '20100109&씨제이엔터테인먼트&CJ Entertainment&해외세일즈사']	['2012-F372&전체관람가']
20070400	1957	97	개봉	장편	['스웨덴']	['드라마']	['잉마르 베리만&Ingmar Bergman']	['막스 본 시도우&Max Von Sydow&안토니우스 블로크&', '군나르 비에른스트란드&Gunnar Bjornstrand&옌스&', '비비 안데르손&Bibi Andersson&&', '닐스 포페&Nils Poppe&&', '벵트 에케로트&Bengt Ekerot&&', '잉가 길&Inga Gill&&']	['필름&필름', '2D&디지털']	['20100132&㈜영화사 백두대간&BaekDu-DaeGan Flims Co. Ltd&배급사', '20100132&㈜영화사 백두대간&BaekDu-DaeGan Flims Co. Ltd&수입사']	['2012-F266&12세이상관람가']
20126205	2011	1	기타	단편	['이탈리아']	[]	[]	[]	['필름&필름']	[]	[]
20126283	2011	15	기타	단편	['한국']	['다큐멘터리']	[]	[]	['필름&필름']	[]	[]
20110360			기타	기타	['한국']	['기타']	[]	[]	['필름&필름']	[]	['&']
20126333	2011	91	개봉	장편	['한국']	['다큐멘터리']	['임태형&LIM Tai-hyung']	['신애라&SHIN Ae-ra&&', '최현명&CHOI Hyun-myeong&초등부 1학년&', '박유찬&&유치부&', '박주연&&초등부5학년&', '신동헌&&&', '유혜미&&고등부 1학년&']	['필름&필름', '필름&배리어프리', '2D&디지털', '2D&디지털 배리어프리']	['20123325&테디웍스&TeddyWorks&제작사', '20124275&(주)펜타이엔씨&Penta ENC&제작사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사']	['2012-F152&전체관람가']
20110370			기타	기타	['한국']	['기타']	[]	[]	['필름&필름']	[]	['&']
20124350	2011	88	개봉	장편	['한국']	['드라마']	['홍상수&Hong Sangsoo']	['이자벨 위페르&Isabelle Huppert&안느&', '유준상&YU Jun-sang&안전요원&', '정유미&JUNG Yu-Mi&원주&', '윤여정&YOUN Yuh-jung&박숙&', '문성근&MOON Sung-keun&문수&', '권해효&KWON Hae-hyo&종수&', '문소리&MOON So-ri&금희&']	['필름&필름', '2D&디지털', '2D&디지털 영문자막']	['20100332&(주)영화제작전원사 &Jeonwonsa Film Co.&제작사', '20100332&(주)영화제작전원사 &Jeonwonsa Film Co.&배급사', '20114813&(주)영화사 조제&Film JoseE &배급사', '20100332&(주)영화제작전원사 &Jeonwonsa Film Co.&제공', '20100851&(주)화인컷&Finecut Co., Ltd.&해외세일즈사']	['2012-F327&청소년관람불가']
20111053	2010	19	기타	단편	['한국']	['드라마']	['강경태&GANG gyeong-tae']	['길해연&KIL Hae-yeon&&', '박혁권&PARK Hyuk-kwon&&']	['필름&필름']	[]	['&']
20126428	2012	19	기타	단편	['한국']	['다큐멘터리']	['강경태&GANG gyeong-tae']	[]	['2D&디지털']	[]	[]
20124044	2012	105	개봉	장편	['한국']	['드라마']	['박흥식&PARK Heung-sik']	['유다인&YOO Da-in&유진&', '박지빈&PARK Ji-bin&&', '김보라&KIM Bo-ra&성아&', '임성호&&일진남3&', '조정호&CHO Jeong-ho&선생님들&', '김도연&KIM Do-yeon&타교축구부코치&', '이민주&&일진녀3&', '이연호&&지혜&', '김진태&&경찰2&', '이주신&&선생님들&', '박현우&&일진남2&', '송지선&&코스프레&교복패션쇼팀&', '신동진&&교무주임&', '안선영&&코스프레&교복패션쇼팀&', '우보경&&선생님들&', '윤상윤&YOON Sang-yoon&선생님들&', '신동환&SHIN Dong-whan&경찰1 &']	['필름&필름', '2D&디지털']	['20124255&서울시 교육청&&제작사', '20122471&(주)인벤트스톤&Invent Stone corp&제작사', '20111584&(주)노마드필름&&제작사', '20103809&(주)미로비젼&Mirovision Inc. &배급사', '20124255&서울시 교육청&&제공', '20103809&(주)미로비젼&Mirovision Inc. &해외세일즈사']	['2012-F330&12세이상관람가']
20126026	2010	112	개봉	장편	['미국']	['드라마', '멜로/로맨스']	['데릭 시엔프랜스&Derek Cianfrance']	['라이언 고슬링&Ryan Gosling&&', '미쉘 윌리엄스&Michelle Williams&&']	['필름&필름', '2D&디지털']	['20100631&(주)영화사 진진&JINJIN Pictures&배급사', '20100631&(주)영화사 진진&JINJIN Pictures&수입사']	['2012-F335&청소년관람불가']
20113533	2012	122	개봉	장편	['한국']	['사극', '멜로/로맨스']	['김대승&KIM Dai-seung']	['조여정&JO Yeo-jeong&화연&Hwa-yeon', '김동욱&KIM Dong-wook&성원대군&King Seong-won', '김민준&KIM Min-jun&권유&KWON Yu', '조은지&CHO Eun-ji&금옥&Keum-ok', '박지영&PARK Ji-Young&대비&', '이경영&LEE Gyoung-young&내시감&', '박철민&PARK Cheol-min&약방내시&', '장지민&&궁녀1&', '전주병&&무사&', '정일원&&망나니&', '홍수지&&욕실궁녀1&', '신민철&&옥사정&', '안석환&AHN Suk-hwan&신참판&', '오지혜&OH Jee-hye&박 상궁&', '이용녀&LEE Yong-neo&밀궁 노파&', '박충선&PARK Choong-seon&승전색&']	['필름&필름', '2D&디지털']	['20100584&(주)황기성 사단&HwangKiSung Films&제작사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&제공', '20061362&CJ창업투자(주)&CJ Venture Investment&공동제공', '20061361&소빅창업투자(주)&&공동제공', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&해외세일즈사']	['2012-F331&청소년관람불가']
20126328	1959	102	기타	장편	['미국']	['멜로/로맨스']	['멜 페레&Mel Ferrer']	['오드리 헵번&Audrey Hepburn&&', '안소니 퍼킨스&Anthony Perkins&&']	['필름&필름', '2D&디지털']	[]	[]
20126593	2007	77	개봉		['일본']	['성인물(에로)', '드라마']	['카모가와 테츠로&Tetsuro Kamogawa']	['스즈키 안리&Anri Suzuki&&', '나카미츠 세이지&Seiji Nakamitsu&&']	['필름&필름']	['20122497&(유)조이앤컨텐츠그룹&JOY N CONTENTS GROUP&배급사', '20122497&(유)조이앤컨텐츠그룹&JOY N CONTENTS GROUP&수입사']	['2012-F320 &청소년관람불가']
20126588	2011	103	개봉	장편	['미국']	['코미디', '가족', '뮤지컬']	['제임스 보빈&James Bobin']	['에이미 아담스&Amy Adams&&']	['필름&필름']	['20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &배급사', '20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &수입사']	['2012-F285 &전체관람가']
